Time [s],Ch0
-0.010000000,1
0.000000000,0
0.004525120,1
0.009033140,0
0.009602200,1
0.011283020,0
0.011843640,1
0.013524600,0
0.014093660,1
0.015774500,0
0.016335040,1
0.016844200,0
0.017455660,1
0.017964860,0
0.018584860,1
0.019170420,0
0.019705460,1
0.020214600,0
0.020826100,1
0.021335240,0
0.021955200,1
0.023635920,0
0.024196380,1
0.025877120,0
0.026446080,1
0.028126820,0
0.028687420,1
0.029196540,0
0.029816500,1
0.030402000,0
0.030937020,1
0.031446180,0
0.032057660,1
0.032566780,0
0.033178300,1
0.033687460,0
0.034307520,1
0.034893180,0
0.035428300,1
0.035937520,0
0.036549020,1
0.038229860,0
0.038798900,1
0.039384480,0
0.039919540,1
0.040428720,0
0.041040200,1
0.041549360,0
0.042169380,1
0.042755060,0
0.043290140,1
0.043799300,0
0.044410720,1
0.046091400,0
0.046660420,1
0.048341100,0
0.048901600,1
0.049410760,0
0.050022160,1
0.051711300,0
0.052271820,1
0.053952740,0
0.054521740,1
0.056202440,0
0.056762960,1
0.058443780,0
0.059012780,1
0.060693740,0
0.061254240,1
0.108194620,0
0.112720080,1
0.117236740,0
0.117797260,1
0.119477940,0
0.120038440,1
0.121727760,0
0.122288300,1
0.123969100,0
0.124529620,1
0.125038760,0
0.125658700,1
0.126244320,0
0.126779400,1
0.127288660,0
0.127900140,1
0.128409340,0
0.129029240,1
0.129614800,0
0.130149840,1
0.131830520,0
0.132391100,1
0.134080400,0
0.134640860,1
0.136321620,0
0.136882080,1
0.137391240,0
0.138011180,1
0.138596840,0
0.139131960,1
0.139641180,0
0.140252720,1
0.140761920,0
0.141373400,1
0.141882560,0
0.142502480,1
0.143011660,0
0.143623100,1
0.144132320,0
0.144743860,1
0.146433240,0
0.146993880,1
0.147503060,0
0.148114540,1
0.148623700,0
0.149235220,1
0.149744400,0
0.150364420,1
0.150950020,0
0.151485100,1
0.151994280,0
0.152605740,1
0.154295180,0
0.154855740,1
0.156536600,0
0.157097160,1
0.157606360,0
0.158217780,1
0.159906960,0
0.160467460,1
0.162148420,0
0.162709020,1
0.164398440,0
0.164959000,1
0.166639760,0
0.167208780,1
0.168889620,0
0.169450200,1
0.216386860,0
0.220913060,1
0.225421540,0
0.225982100,1
0.227662960,0
0.228232040,1
0.229912940,0
0.230473540,1
0.232154380,0
0.232714960,1
0.233224160,0
0.233844200,1
0.234429840,0
0.234964900,1
0.235474140,0
0.236085560,1
0.236594780,0
0.237214820,1
0.237800460,0
0.238335540,1
0.240016420,0
0.240576920,1
0.242266280,0
0.242826820,1
0.244507840,0
0.245068520,1
0.245577760,0
0.246189260,1
0.246698500,0
0.247318520,1
0.247904120,0
0.248439280,1
0.248948520,0
0.249560000,1
0.250069260,0
0.250689340,1
0.251275000,0
0.251810140,1
0.252319320,0
0.252930880,1
0.254612080,0
0.255172780,1
0.255682080,0
0.256302160,1
0.256811360,0
0.257422980,1
0.257932280,0
0.258543880,1
0.259053200,0
0.259664800,1
0.260174060,0
0.260794080,1
0.262475000,0
0.263035600,1
0.264716540,0
0.265285640,1
0.265871240,0
0.266406400,1
0.268087520,0
0.268648140,1
0.270337640,0
0.270898280,1
0.272579400,0
0.273140060,1
0.274829660,0
0.275390280,1
0.277071340,0
0.277632020,1
0.324571920,0
0.329097800,1
0.333606560,0
0.334167260,1
0.335848400,0
0.336409060,1
0.338098900,0
0.338659560,1
0.340340620,0
0.340901160,1
0.341410400,0
0.342030440,1
0.342616060,0
0.343151100,1
0.343660300,0
0.344271800,1
0.344781040,0
0.345392540,1
0.345901800,0
0.346521820,1
0.348202780,0
0.348763300,1
0.350444060,0
0.351013120,1
0.352694040,0
0.353254620,1
0.353763740,0
0.354375240,1
0.354884460,0
0.355504460,1
0.356090020,0
0.356625160,1
0.357134420,0
0.357745940,1
0.358255160,0
0.358866720,1
0.359376020,0
0.359996020,1
0.360581680,0
0.361116740,1
0.362797580,0
0.363358140,1
0.363867300,0
0.364487280,1
0.365072840,0
0.365607840,1
0.366116980,0
0.366728460,1
0.367237660,0
0.367849160,1
0.368358320,0
0.368978380,1
0.370659300,0
0.371219860,1
0.372900720,0
0.373469800,1
0.374055360,0
0.374590440,1
0.376271240,0
0.376831740,1
0.378520880,0
0.379081500,1
0.380762340,0
0.381322980,1
0.383012360,0
0.383572980,1
0.385253980,0
0.385814560,1
0.432749100,0
0.437275020,1
0.441783140,0
0.442343720,1
0.444033160,0
0.444593780,1
0.446274760,0
0.446835400,1
0.448516300,0
0.449085400,1
0.449594640,0
0.450206160,1
0.450715380,0
0.451326920,1
0.451836200,0
0.452447800,1
0.452957080,0
0.453577160,1
0.454086400,0
0.454697980,1
0.456378800,0
0.456947860,1
0.458628900,0
0.459189420,1
0.460870380,0
0.461430920,1
0.461940040,0
0.462560000,1
0.463145560,0
0.463680640,1
0.464189760,0
0.464801300,1
0.465310480,0
0.465922040,1
0.466431260,0
0.467051340,1
0.467637000,0
0.468172120,1
0.468681360,0
0.469292940,1
0.470973860,0
0.471542900,1
0.472128460,0
0.472663620,1
0.473172780,0
0.473784200,1
0.474293380,0
0.474904840,1
0.475414000,0
0.476034060,1
0.476619660,0
0.477154800,1
0.478835660,0
0.479396280,1
0.481085620,0
0.481646100,1
0.482155320,0
0.482766880,1
0.484456420,0
0.485017100,1
0.486698180,0
0.487258800,1
0.488948180,0
0.489508780,1
0.491189860,0
0.491750520,1
0.493440100,0
0.494000780,1
0.540929140,0
0.545454820,1
0.549963180,0
0.550532200,1
0.552213020,0
0.552773620,1
0.554454540,0
0.555023620,1
0.556704520,0
0.557265040,1
0.557774180,0
0.558385640,1
0.558894840,0
0.559514820,1
0.560100400,0
0.560635480,1
0.561144660,0
0.561756200,1
0.562265360,0
0.562885380,1
0.564566160,0
0.565126680,1
0.566807600,0
0.567368240,1
0.569057580,0
0.569618080,1
0.570127180,0
0.570738580,1
0.571247680,0
0.571867600,1
0.572453100,0
0.572988160,1
0.573497280,0
0.574108780,1
0.574618020,0
0.575229540,1
0.575738700,0
0.576358700,1
0.576944380,0
0.577479480,1
0.579160220,0
0.579720800,1
0.580229960,0
0.580849940,1
0.581435420,0
0.581970500,1
0.582479640,0
0.583091120,1
0.583600280,0
0.584211760,1
0.584720920,0
0.585340860,1
0.587021560,0
0.587582120,1
0.589271540,0
0.589832160,1
0.590417760,0
0.590952820,1
0.592633520,0
0.593202560,1
0.594883280,0
0.595443780,1
0.597124580,0
0.597693560,1
0.599374220,0
0.599934820,1
0.601615660,0
0.602184620,1
0.649115000,0
0.653640280,1
0.658157020,0
0.658717580,1
0.660398420,0
0.660958960,1
0.662648140,0
0.663208720,1
0.664889480,0
0.665450000,1
0.665959160,0
0.666579140,1
0.667088320,0
0.667699880,1
0.668209060,0
0.668820580,1
0.669329800,0
0.669949880,1
0.670535560,0
0.671070720,1
0.672751660,0
0.673312220,1
0.675001700,0
0.675562300,1
0.677243380,0
0.677804040,1
0.678313260,0
0.678933320,1
0.679519000,0
0.680054120,1
0.680563380,0
0.681175000,1
0.681684320,0
0.682295800,1
0.682805020,0
0.683425140,1
0.683934420,0
0.684546000,1
0.685055280,0
0.685666780,1
0.687347660,0
0.687916700,1
0.688502300,0
0.689037400,1
0.689546580,0
0.690158140,1
0.690667360,0
0.691287340,1
0.691872960,0
0.692408020,1
0.692917160,0
0.693528680,1
0.695209680,0
0.695778860,1
0.697460020,0
0.698020540,1
0.698529760,0
0.699141340,1
0.700830880,0
0.701391520,1
0.703072440,0
0.703633080,1
0.705322600,0
0.705883220,1
0.707564160,0
0.708124620,1
0.709814040,0
0.710374520,1
0.757309420,0
0.761834800,1
0.766342800,0
0.766903320,1
0.768592500,0
0.769153000,1
0.770833740,0
0.771394260,1
0.773083460,0
0.773643960,1
0.774153100,0
0.774764580,1
0.775273780,0
0.775885260,1
0.776394440,0
0.777014380,1
0.777599880,0
0.778134940,1
0.778644080,0
0.779255560,1
0.780944900,0
0.781505480,1
0.783186240,0
0.783746880,1
0.785436300,0
0.785996940,1
0.786582560,0
0.787117700,1
0.787626880,0
0.788238380,1
0.788747540,0
0.789367520,1
0.789953120,0
0.790488240,1
0.790997500,0
0.791609160,1
0.792118440,0
0.792730060,1
0.793239220,0
0.793859220,1
0.795540120,0
0.796100660,1
0.796609800,0
0.797221300,1
0.797730460,0
0.798350440,1
0.798936060,0
0.799471160,1
0.799980380,0
0.800591820,1
0.801100900,0
0.801712400,1
0.803401740,0
0.803962320,1
0.805643140,0
0.806203660,1
0.806712920,0
0.807332960,1
0.809013700,0
0.809574240,1
0.811263600,0
0.811824160,1
0.813505240,0
0.814065900,1
0.815755380,0
0.816315980,1
0.817996960,0
0.818557540,1
0.865485500,0
0.870019720,1
0.874528080,0
0.875088760,1
0.876769740,0
0.877338820,1
0.879019680,0
0.879580280,1
0.881261420,0
0.881822020,1
0.882331240,0
0.882951240,1
0.883460400,0
0.884071920,1
0.884581160,0
0.885192740,1
0.885701940,0
0.886321980,1
0.886907660,0
0.887442840,1
0.889124000,0
0.889684660,1
0.891365580,0
0.891934680,1
0.893615680,0
0.894176360,1
0.894685600,0
0.895297160,1
0.895806480,0
0.896426560,1
0.897012320,0
0.897547500,1
0.898056680,0
